relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
disease_phenotype_positive,phenotype present,28314,14535,disease,hyperproinsulinemia,MONDO,25526,3074,effect/phenotype,Hyperglycemia,HPO
disease_phenotype_positive,phenotype present,28314,14535,disease,hyperproinsulinemia,MONDO,22759,6,effect/phenotype,Autosomal dominant inheritance,HPO
disease_phenotype_positive,phenotype present,28413,10880_8535_14217_12532_10996,disease,"telangiectasia, hereditary hemorrhagic,",MONDO_grouped,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,27363,9269_13612_54722_127,disease,geleophysic dysplasia,MONDO_grouped,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,27231,11108,disease,Stüve-Wiedemann syndrome,MONDO,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,28495,30038,disease,"glaucoma, primary closed-angle",MONDO,87212,7906,effect/phenotype,Ocular hypertension,HPO
disease_phenotype_positive,phenotype present,28518,10204,disease,lysosomal acid lipase deficiency,MONDO,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,28521,9318,disease,Hallermann-Streiff syndrome,MONDO,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,28539,13176,disease,ichthyosis-short stature-brachydactyly-microspherophakia syndrome,MONDO,87212,7906,effect/phenotype,Ocular hypertension,HPO
disease_phenotype_positive,phenotype present,28545,14658,disease,severe achondroplasia-developmental delay-acanthosis nigricans syndrome,MONDO,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,28552,11123_12919_7454_5147_10861_10862_10863_10864_10950_11016_11033_11068_11167_11168_11302_11572_12422_12920_12921_12961_13078,disease,type 1 diabetes mellitus,MONDO_grouped,94136,100651,effect/phenotype,Type I diabetes mellitus,HPO
disease_phenotype_positive,phenotype present,28702,7779,disease,autosomal dominant Opitz G/BBB syndrome,MONDO,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,23531,3202,effect/phenotype,Skeletal muscle atrophy,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,23172,1265,effect/phenotype,Hyporeflexia,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,85137,2366,effect/phenotype,Abnormal lower motor neuron morphology,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,22999,2015,effect/phenotype,Dysphagia,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,85586,3676,effect/phenotype,Progressive,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,25957,2145,effect/phenotype,Frontotemporal dementia,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,24262,2120,effect/phenotype,Cerebral cortical atrophy,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,84857,1283,effect/phenotype,Bulbar palsy,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,23135,1260,effect/phenotype,Dysarthria,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,22698,2380,effect/phenotype,Fasciculations,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,26205,734,effect/phenotype,Disinhibition,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,86998,7354,effect/phenotype,Amyotrophic lateral sclerosis,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,22323,1324,effect/phenotype,Muscle weakness,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,84704,741,effect/phenotype,Apathy,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,84708,751,effect/phenotype,Personality changes,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,22759,6,effect/phenotype,Autosomal dominant inheritance,HPO
disease_phenotype_positive,phenotype present,28413,10880_8535_14217_12532_10996,disease,"telangiectasia, hereditary hemorrhagic,",MONDO_grouped,23880,1409,effect/phenotype,Portal hypertension,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,23153,1300,effect/phenotype,Parkinsonism,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,85516,3487,effect/phenotype,Babinski sign,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,22699,1251,effect/phenotype,Ataxia,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,23150,1284,effect/phenotype,Areflexia,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,84700,727,effect/phenotype,Frontal lobe dementia,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,23458,3701,effect/phenotype,Proximal muscle weakness,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,24484,3236,effect/phenotype,Elevated serum creatine kinase,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,87602,8946,effect/phenotype,Pelvic girdle amyotrophy,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,22716,10628,effect/phenotype,Facial palsy,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,25957,2145,effect/phenotype,Frontotemporal dementia,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,24302,3693,effect/phenotype,Distal amyotrophy,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,23488,3198,effect/phenotype,Myopathy,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,85542,3551,effect/phenotype,Difficulty climbing stairs,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,85595,3691,effect/phenotype,Scapular winging,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,23494,3690,effect/phenotype,Limb muscle weakness,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,90715,30838,effect/phenotype,Hip pain,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,85306,2938,effect/phenotype,Lumbar hyperlordosis,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,25639,3749,effect/phenotype,Pelvic girdle muscle weakness,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,85637,3805,effect/phenotype,Rimmed vacuoles,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,23458,3701,effect/phenotype,Proximal muscle weakness,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,85539,3547,effect/phenotype,Shoulder girdle muscle weakness,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,85607,3724,effect/phenotype,Shoulder girdle muscle atrophy,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,85133,2357,effect/phenotype,Dysphasia,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,88332,10639,effect/phenotype,Elevated alkaline phosphatase of bone origin,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,86844,6913,effect/phenotype,Frontal cortical atrophy,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,22998,1288,effect/phenotype,Gait disturbance,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,22442,726,effect/phenotype,Dementia,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,27010,7112,effect/phenotype,Temporal cortical atrophy,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,86998,7354,effect/phenotype,Amyotrophic lateral sclerosis,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,23469,3418,effect/phenotype,Back pain,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,22759,6,effect/phenotype,Autosomal dominant inheritance,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,23421,2644,effect/phenotype,Abnormality of pelvic girdle bone morphology,HPO
disease_phenotype_positive,phenotype present,28751,8178_507,disease,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO_grouped,23527,8988,effect/phenotype,Pelvic girdle muscle atrophy,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,22999,2015,effect/phenotype,Dysphagia,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,91412,31868,effect/phenotype,Optic ataxia,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,22998,1288,effect/phenotype,Gait disturbance,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,24284,2354,effect/phenotype,Memory impairment,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,85516,3487,effect/phenotype,Babinski sign,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,23000,1250,effect/phenotype,Seizure,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,24262,2120,effect/phenotype,Cerebral cortical atrophy,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,22421,2186,effect/phenotype,Apraxia,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,24294,2395,effect/phenotype,Lower limb hyperreflexia,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,23135,1260,effect/phenotype,Dysarthria,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,84858,1285,effect/phenotype,Spastic tetraparesis,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,23515,3581,effect/phenotype,Adult onset,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,85078,2185,effect/phenotype,Neurofibrillary tangles,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,22692,2071,effect/phenotype,Abnormality of extrapyramidal motor function,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,33758,10524,effect/phenotype,Agnosia,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,22442,726,effect/phenotype,Dementia,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,84708,751,effect/phenotype,Personality changes,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,22759,6,effect/phenotype,Autosomal dominant inheritance,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,23545,1336,effect/phenotype,Myoclonus,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,85588,3678,effect/phenotype,Rapidly progressive,HPO
disease_phenotype_positive,phenotype present,28807,13452,disease,multisystemic smooth muscle dysfunction syndrome,MONDO,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,23153,1300,effect/phenotype,Parkinsonism,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,93704,410054,effect/phenotype,Decreased level of GABA in serum,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,85153,2423,effect/phenotype,Long-tract signs,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,84887,1425,effect/phenotype,Heterogeneous,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,26293,6979,effect/phenotype,Sleep-wake cycle disturbance,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,85562,3596,effect/phenotype,Middle age onset,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,22682,100543,effect/phenotype,Cognitive impairment,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,89468,12662,effect/phenotype,Parietal hypometabolism in FDG PET,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,94248,11970,effect/phenotype,Cerebral amyloid angiopathy,HPO
disease_phenotype_positive,phenotype present,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,27073,100256,effect/phenotype,Senile plaques,HPO
disease_phenotype_positive,phenotype present,28895,8859,disease,"berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification",MONDO,23880,1409,effect/phenotype,Portal hypertension,HPO
disease_phenotype_positive,phenotype present,28937,12381,disease,hyperinsulinism due to INSR deficiency,MONDO,94250,8283,effect/phenotype,Fasting hyperinsulinemia,HPO
disease_phenotype_positive,phenotype present,28937,12381,disease,hyperinsulinism due to INSR deficiency,MONDO,85075,2173,effect/phenotype,Hypoglycemic seizures,HPO
disease_phenotype_positive,phenotype present,28937,12381,disease,hyperinsulinism due to INSR deficiency,MONDO,22759,6,effect/phenotype,Autosomal dominant inheritance,HPO
disease_phenotype_positive,phenotype present,28937,12381,disease,hyperinsulinism due to INSR deficiency,MONDO,84887,1425,effect/phenotype,Heterogeneous,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,22398,708,effect/phenotype,Behavioral abnormality,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,85562,3596,effect/phenotype,Middle age onset,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,24284,2354,effect/phenotype,Memory impairment,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,85559,3584,effect/phenotype,Late onset,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,22442,726,effect/phenotype,Dementia,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,88748,11462,effect/phenotype,Young adult onset,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,85078,2185,effect/phenotype,Neurofibrillary tangles,HPO
disease_phenotype_positive,phenotype present,28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped,23125,2381,effect/phenotype,Aphasia,HPO
disease_phenotype_positive,phenotype present,27346,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,disease,maturity-onset diabetes of the young,MONDO_grouped,85561,3593,effect/phenotype,Infantile onset,HPO
disease_phenotype_positive,phenotype present,27346,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,disease,maturity-onset diabetes of the young,MONDO_grouped,25526,3074,effect/phenotype,Hyperglycemia,HPO
disease_phenotype_positive,phenotype present,27346,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,disease,maturity-onset diabetes of the young,MONDO_grouped,24491,5978,effect/phenotype,Type II diabetes mellitus,HPO
disease_phenotype_positive,phenotype present,27346,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,disease,maturity-onset diabetes of the young,MONDO_grouped,22759,6,effect/phenotype,Autosomal dominant inheritance,HPO
disease_phenotype_positive,phenotype present,27499,12409_12605_13293_12604_13377_9631_14050_13130_62,disease,isolated microphthalmia,MONDO_grouped,87212,7906,effect/phenotype,Ocular hypertension,HPO
disease_phenotype_positive,phenotype present,29081,10978,disease,"portal vein, cavernous transformation of",MONDO,86049,4941,effect/phenotype,Extrahepatic portal hypertension,HPO
disease_phenotype_positive,phenotype present,27295,9288_9287,disease,glycogen storage disease due to glucose-6-phosphatase deficiency,MONDO_grouped,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,24516,121,effect/phenotype,Nephrocalcinosis,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,84904,1520,effect/phenotype,Large for gestational age,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,22488,4322,effect/phenotype,Short stature,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,23286,3355,effect/phenotype,Aminoaciduria,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,24199,2240,effect/phenotype,Hepatomegaly,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,85334,3076,effect/phenotype,Glycosuria,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,23368,93,effect/phenotype,Proteinuria,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,22953,1943,effect/phenotype,Hypoglycemia,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,85349,3109,effect/phenotype,Hyperphosphaturia,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,85535,3537,effect/phenotype,Hypouricemia,HPO
disease_phenotype_positive,phenotype present,29228,14458,disease,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,MONDO,22759,6,effect/phenotype,Autosomal dominant inheritance,HPO
disease_phenotype_positive,phenotype present,29229,11129_9277_5041,disease,glaucoma,MONDO_grouped,87212,7906,effect/phenotype,Ocular hypertension,HPO
disease_phenotype_positive,phenotype present,29235,7329,disease,"cirrhosis, familial",MONDO,26609,2092,effect/phenotype,Pulmonary arterial hypertension,HPO
disease_phenotype_positive,phenotype present,29296,7488,disease,Lewy body dementia,MONDO,84463,2367,effect/phenotype,Visual hallucinations,HPO
disease_phenotype_positive,phenotype present,29296,7488,disease,Lewy body dementia,MONDO,93302,100315,effect/phenotype,Lewy bodies,HPO
disease_phenotype_positive,phenotype present,29296,7488,disease,Lewy body dementia,MONDO,23153,1300,effect/phenotype,Parkinsonism,HPO
disease_phenotype_positive,phenotype present,29296,7488,disease,Lewy body dementia,MONDO,22442,726,effect/phenotype,Dementia,HPO
disease_phenotype_positive,phenotype present,29296,7488,disease,Lewy body dementia,MONDO,25527,746,effect/phenotype,Delusions,HPO
disease_phenotype_positive,phenotype present,29296,7488,disease,Lewy body dementia,MONDO,86937,7159,effect/phenotype,Fluctuations in consciousness,HPO
disease_phenotype_positive,phenotype present,29296,7488,disease,Lewy body dementia,MONDO,22759,6,effect/phenotype,Autosomal dominant inheritance,HPO
disease_phenotype_positive,phenotype present,29297,10038,disease,growth delay due to insulin-like growth factor I resistance,MONDO,22784,4325,effect/phenotype,Decreased body weight,HPO
